row ID,row m/z,row retention time,01-HLB_221116_pos_iaMSMS_04.mzML Peak area,02-HLB_221116_pos_iaMSMS_02.mzML Peak area,01-HLB_221116_pos_iaMSMS_03.mzML Peak area,01-HLB_221116_pos_iaMSMS_01.mzML Peak area,02-HLB_221116_pos_iaMSMS_01.mzML Peak area,01-HLB_221116_pos_iaMSMS_02.mzML Peak area,02-HLB_221116_pos_iaMSMS_04.mzML Peak area,02-HLB_221116_pos_iaMSMS_03.mzML Peak area,03-HLB_221116_pos_iaMSMS_04.mzML Peak area,04-HLB_221116_pos_iaMSMS_04.mzML Peak area,03-HLB_221116_pos_iaMSMS_03.mzML Peak area,04-HLB_221116_pos_iaMSMS_03.mzML Peak area,04-HLB_221116_pos_iaMSMS_02.mzML Peak area,04-HLB_221116_pos_iaMSMS_01.mzML Peak area,03-HLB_221116_pos_iaMSMS_01.mzML Peak area,03-HLB_221116_pos_iaMSMS_02.mzML Peak area,06-HLB_221116_pos_iaMSMS_04.mzML Peak area,05-HLB_221116_pos_iaMSMS_04.mzML Peak area,06-HLB_221116_pos_iaMSMS_03.mzML Peak area,05-HLB_221116_pos_iaMSMS_03.mzML Peak area,07-HLB_221116_pos_iaMSMS_04.mzML Peak area,05-HLB_221116_pos_iaMSMS_02.mzML Peak area,05-HLB_221116_pos_iaMSMS_01.mzML Peak area,07-HLB_221116_pos_iaMSMS_03.mzML Peak area,06-HLB_221116_pos_iaMSMS_01.mzML Peak area,06-HLB_221116_pos_iaMSMS_02.mzML Peak area,08-HLB_221116_pos_iaMSMS_03.mzML Peak area,09-HLB_221116_pos_iaMSMS_03.mzML Peak area,09-HLB_221116_pos_iaMSMS_04.mzML Peak area,08-HLB_221116_pos_iaMSMS_04.mzML Peak area,08-HLB_221116_pos_iaMSMS_01.mzML Peak area,07-HLB_221116_pos_iaMSMS_02.mzML Peak area,07-HLB_221116_pos_iaMSMS_01.mzML Peak area,08-HLB_221116_pos_iaMSMS_02.mzML Peak area,10-HLB_221116_pos_iaMSMS_04.mzML Peak area,10-HLB_221116_pos_iaMSMS_03.mzML Peak area,09-HLB_221116_pos_iaMSMS_01.mzML Peak area,09-HLB_221116_pos_iaMSMS_02.mzML Peak area,11-HLB_221116_pos_iaMSMS_04.mzML Peak area,11-HLB_221116_pos_iaMSMS_03.mzML Peak area,11-HLB_221116_pos_iaMSMS_02.mzML Peak area,11-HLB_221116_pos_iaMSMS_01.mzML Peak area,12-HLB_221116_pos_iaMSMS_03.mzML Peak area,12-HLB_221116_pos_iaMSMS_04.mzML Peak area,10-HLB_221116_pos_iaMSMS_01.mzML Peak area,13-HLB_221116_pos_iaMSMS_03.mzML Peak area,13-HLB_221116_pos_iaMSMS_04.mzML Peak area,14-HLB_221116_pos_iaMSMS_04.mzML Peak area,10-HLB_221116_pos_iaMSMS_02.mzML Peak area,14-HLB_221116_pos_iaMSMS_03.mzML Peak area,12-HLB_221116_pos_iaMSMS_01.mzML Peak area,15-HLB_221116_pos_iaMSMS_03.mzML Peak area,13-HLB_221116_pos_iaMSMS_01.mzML Peak area,12-HLB_221116_pos_iaMSMS_02.mzML Peak area,13-HLB_221116_pos_iaMSMS_02.mzML Peak area,15-HLB_221116_pos_iaMSMS_04.mzML Peak area,15-HLB_221116_pos_iaMSMS_01.mzML Peak area,16-HLB_221116_pos_iaMSMS_04.mzML Peak area,15-HLB_221116_pos_iaMSMS_02.mzML Peak area,16-HLB_221116_pos_iaMSMS_03.mzML Peak area,14-HLB_221116_pos_iaMSMS_01.mzML Peak area,17-HLB_221116_pos_iaMSMS_03.mzML Peak area,14-HLB_221116_pos_iaMSMS_02.mzML Peak area,17-HLB_221116_pos_iaMSMS_04.mzML Peak area,16-HLB_221116_pos_iaMSMS_02.mzML Peak area,18-HLB_221116_pos_iaMSMS_04.mzML Peak area,17-HLB_221116_pos_iaMSMS_02.mzML Peak area,18-HLB_221116_pos_iaMSMS_03.mzML Peak area,16-HLB_221116_pos_iaMSMS_01.mzML Peak area,17-HLB_221116_pos_iaMSMS_01.mzML Peak area,18-HLB_221116_pos_iaMSMS_02.mzML Peak area,18-HLB_221116_pos_iaMSMS_01.mzML Peak area,19-HLB_221116_pos_iaMSMS_04.mzML Peak area,20-HLB_221116_pos_iaMSMS_04.mzML Peak area,19-HLB_221116_pos_iaMSMS_03.mzML Peak area,20-HLB_221116_pos_iaMSMS_01.mzML Peak area,20-HLB_221116_pos_iaMSMS_02.mzML Peak area,20-HLB_221116_pos_iaMSMS_03.mzML Peak area,19-HLB_221116_pos_iaMSMS_01.mzML Peak area,19-HLB_221116_pos_iaMSMS_02.mzML Peak area
4370,365.2373433,9.971469,2187.7544,144.80664,2137.786,2140.0886,142.6776,2037.3274,127.768234,115.29764,0,0,0,188.54169,201.3103,146.62434,106.16895,30.121553,39.245773,84.26276,85.38901,76.47232,0,20.993568,68.09709,32.04512,74.45451,99.43553,92.79794,424.8131,399.97363,0,141.83893,27.410385,31.063711,89.20412,739.1201,1113.441,327.83868,367.46378,0,58.33832,26.766376,14.75749,28.808895,0,1182.6091,125.575806,110.76475,909.182,1139.6259,675.5936,28.009869,39.087196,106.71437,0,138.76694,24.321774,8.279767,176.10553,0,123.505135,1036.7404,45.783314,711.6632,88.12979,155.87047,98.924515,69.35608,97.853615,130.90776,83.36595,58.576187,95.315575,0,0,59.252728,23.8074,17.923058,36.382065,104.80868,58.876404
4208,366.180582,9.795832,0,169.60983,0,0,94.88573,0,125.31142,128.34422,0,0,237.54654,0,130.47491,0,188.04456,289.6258,156.12375,380.1503,0,319.03278,395.0643,317.06622,372.0304,366.71265,71.02069,74.779564,88.1531,109.90745,81.30175,128.16437,0,397.79547,383.4545,60.51457,358.01392,0,122.82701,49.215134,0,153.71085,162.99861,136.00613,1866.4999,1962.7859,193.11385,403.74762,399.1318,550.4838,366.55984,724.1955,1753.2109,0,353.8427,1703.5027,392.7677,0,0,136.56366,0,223.30804,698.61285,78.36571,706.9929,82.60945,80.86719,202.91652,86.60016,204.97098,165.72769,105.862076,256.48193,273.64844,362.37683,74.692856,336.09348,126.98122,99.91609,145.82419,376.73053,431.04175
1481,366.2065265,7.49086,59.039375,167.77983,79.578384,97.1657,120.75795,47.138664,151.31349,125.46504,133.95242,258.67572,125.94136,228.13731,179.04071,202.67361,206.31526,228.95451,237.98766,278.52075,231.04253,239.42047,742.5736,223.45732,102.00328,477.32758,215.77768,214.50676,413.01367,233.3432,162.05667,341.9505,310.9262,407.05774,343.14276,346.68726,257.7647,179.15436,169.38475,195.17929,243.5976,242.66614,270.83035,262.58456,523.7569,0,231.55446,312.0882,231.20242,238.46547,177.45999,331.2685,396.6839,0,266.04355,254.31972,292.6451,0,0,308.1222,0,466.18323,332.36636,267.7501,401.04712,247.40329,416.12378,409.8984,238.93037,315.145,400.16696,236.25049,376.25995,420.25928,329.47858,198.49149,312.36432,159.93399,202.37112,189.89035,257.41245,548.5475
8419,366.2081647,16.138584,1507.2749,403.18375,1436.7979,1577.6737,280.4737,1398.3989,381.0198,415.1202,968.58154,253.47884,1013.5547,325.3322,261.59674,296.8003,955.1293,1025.5898,549.72107,281.94196,522.66675,335.0029,224.34668,391.34518,323.9399,124.88592,546.4381,576.531,229.56606,0,265.90588,167.39713,183.18533,174.70576,152.10329,235.00911,1195.7473,1421.7571,163.41454,260.38333,385.76013,388.93298,425.96832,498.08865,117.83429,135.7476,1416.5156,168.16106,108.27427,0,1331.2728,0,182.96938,224.78032,351.8093,237.16893,255.3118,192.81107,204.42633,315.78156,249.77586,420.81732,0,293.08755,179.29492,264.83087,436.72476,176.55539,261.7533,306.7706,451.23734,241.26524,340.47458,313.1567,101.858536,135.82597,148.84988,24.518148,204.32684,164.27994,96.26781,102.09926
8418,366.2090582,16.138716,1507.2749,391.64667,1538.2651,1632.3367,362.69727,1665.5474,381.0198,350.0532,968.58154,253.47884,785.66406,325.3322,320.3241,357.4048,1031.8003,1025.5898,549.72107,326.85944,522.66675,359.97775,224.34668,343.68738,384.1738,249.54657,584.91724,513.26465,229.56606,350.12564,398.24066,167.39713,218.75404,174.70576,152.10329,298.944,1195.7473,1482.1824,276.59082,452.06012,411.44736,445.7019,486.95166,449.731,117.83429,171.06119,1451.0911,303.58966,293.3225,419.36578,1494.235,468.06302,220.87463,224.78032,344.39954,237.16893,255.3118,192.81107,219.92798,397.24634,249.77586,420.81732,314.98618,293.08755,348.65387,264.83087,506.80554,244.8393,282.8526,306.7706,487.80243,311.53027,340.47458,313.1567,101.858536,135.82597,125.46952,158.89487,204.32684,164.27994,116.65477,154.39322
2907,366.2121549,8.63662,92.99029,119.59519,86.265656,96.83425,108.30661,75.931656,103.98058,83.568924,165.4992,211.13675,239.30035,161.40123,242.43652,293.20062,215.24756,180.1732,198.6008,179.49158,186.1541,205.81554,422.73547,155.82713,182.85587,572.9803,162.03256,173.86787,282.511,145.69171,160.03546,296.60596,306.56732,386.61313,337.33688,309.182,420.9522,325.26312,110.701324,155.71799,0,0,25.606373,17.261448,1148.4283,1297.3495,350.64938,248.96152,232.30878,596.1698,417.96457,465.46176,1014.176,9.502506,259.67587,1433.2247,279.48346,0,6.3235397,0,0,0,441.29184,0,525.04,0,0,30.836817,7.2938538,0,8.967331,6.8346047,12.224796,0,637.5515,0,347.78635,9.834966,31.91587,0,531.2883,548.43005
6322,366.2238113,12.82756,2092.9995,347.82767,2656.433,2933.8306,326.60284,2357.3506,0,316.71838,2167.556,0,740.0282,223.39935,197.1872,165.39154,1869.8204,1889.139,1128.2894,0,550.68225,272.07626,201.73529,373.72485,400.00134,239.10202,1177.9618,1748.3967,258.69394,278.91333,0,0,165.39525,321.7423,258.62387,263.41373,2751.1492,4129.7305,236.69812,248.49707,330.92694,284.0785,253.00247,283.5828,168.78473,171.27466,2954.131,257.30463,0,235.1625,2657.387,454.6852,115.32262,144.41978,193.67163,239.04367,232.87405,140.3035,134.70692,203.41962,151.18222,272.47028,245.73996,0,353.46783,137.01917,248.45117,0,175.937,213.35434,228.06046,168.62244,183.08838,238.29755,0,0,66.20744,98.95776,75.3601,0,91.995895,116.4006
5843,366.2241867,12.166302,2571.4028,230.51624,2347.3699,2527.3064,298.6628,2631.7695,0,0,1614.8076,286.5853,2911.289,0,331.57413,318.1868,1859.317,2639.3113,0,238.40854,0,181.5137,0,311.58588,299.38696,284.89685,1563.9283,1006.48285,0,0,0,0,279.83142,179.72342,247.34882,273.81723,2553.3914,2346.1853,314.35846,324.2584,2039.2506,459.92502,1052.8439,117.71327,283.07,265.429,2376.984,302.62503,0,367.11102,2337.5693,335.81378,170.3362,126.23091,304.6643,274.3098,337.23376,0,0,887.4978,0,1055.7534,336.44727,158.98843,347.92236,0,368.8852,1007.1404,0,0,412.3851,168.20108,335.00122,0,0,821.89856,166.97272,940.6344,862.1041,803.5931,236.9799,155.8248
5986,366.2250074,12.491317,4157.087,347.40692,3587.0837,3456.505,333.49884,3999.4707,345.93994,296.7303,2723.9014,341.40082,807.06006,0,305.29102,244.75272,3051.282,913.4999,452.08875,187.01521,478.99237,261.50983,160.14731,285.28757,105.42962,89.67356,392.7497,442.45596,272.77127,155.95403,250.26016,260.27115,213.40329,164.8997,175.13683,126.9446,768.8771,3114.2573,330.68793,268.01645,213.53934,348.17114,277.58505,237.09412,0,160.89728,931.56836,187.99586,284.1061,206.40503,2534.6646,276.20007,99.039474,0,241.42892,34.61183,278.439,146.23836,170.14377,189.75035,169.14337,256.52655,332.27682,264.64124,311.9321,288.67947,152.14204,242.38113,218.47629,180.26663,167.28369,194.50679,256.69168,161.66817,74.13353,74.02194,117.704636,106.24313,103.783936,123.18445,221.9334,176.32751
5645,366.2250161,11.867137,429.4557,367.8765,0,484.15182,576.06274,495.54056,403.79523,552.50616,375.09427,0,319.693,124.77456,72.646095,87.73633,371.2414,341.4855,0,0,200.8601,0,191.38284,121.74304,67.06738,166.59439,132.90366,0,140.23746,75.834335,77.34738,0,89.48189,137.55916,125.36625,93.11243,0,350.55804,98.308876,115.6134,0,168.9185,155.98457,156.71481,123.7561,72.805534,359.85333,0,0,211.88568,377.63052,178.7985,79.00366,91.61534,75.124985,71.437706,63.728264,109.216415,95.63973,129.27396,142.2178,0,166.20699,136.03668,177.38039,143.8836,117.26258,0,100.7749,144.6679,80.45022,48.44111,82.23111,86.09898,136.62877,70.0074,83.89453,54.27791,97.618416,72.077576,142.4794,139.68112
11027,366.2590675,20.373875,654.8988,1125.3113,1369.3792,1146.2771,1160.2712,1273.6033,1323.9999,1298.6952,1288.7192,1650.2288,1478.7407,1446.1697,1272.521,1333.7146,1175.4099,1238.6526,1272.6138,1307.2942,1338.1208,1109.9863,1244.8704,1184.513,1232.2687,1451.8285,1351.1409,1432.815,1454.2812,1490.1904,1445.8156,1515.5419,1350.2869,1149.4148,1410.6658,872.84625,1230.9067,1233.1758,1496.1515,1418.6996,1431.3004,1222.6151,1332.897,1397.7408,1137.5286,1477.6658,1160.1399,1365.8417,1441.3649,1314.215,1142.1079,1443.9734,1227.7223,1343.9076,1325.6709,1279.4407,1671.3717,1026.0739,1389.4943,1558.5719,1328.3302,1289.1075,1475.9626,1274.4319,1229.4368,1264.387,1659.5441,1369.6151,828.84326,1446.2106,1518.4666,1323.4591,1214.3179,1247.1074,1162.726,1344.3556,1130.414,1113.7266,1170.8846,1042.1941,1305.0427,1446.2056
11419,366.3700854,21.189941,0,289.48343,0,0,382.36926,409.89743,0,0,0,227.2197,194.71649,0,143.0042,275.6562,176.47829,245.07614,0,72.54071,250.35344,103.44061,0,86.34148,75.91275,197.62128,131.71146,172.441,161.69048,0,0,203.311,151.82452,222.67119,236.0238,212.41803,155.3981,245.89539,307.02985,272.24634,3089.468,408.782,2942.2666,243.10686,0,371.58743,274.10117,0,0,139.48895,237.7069,296.19458,2828.0288,0,333.70462,0,391.87936,0,322.29785,395.33264,426.69415,0,368.6613,306.39032,289.66248,0,300.546,0,182.04674,0,498.11743,297.16513,212.75728,239.03412,0,0,0,390.3817,285.15515,316.97476,301.59235,418.285
3892,367.1090856,9.54658,429.4434,331.2846,503.6911,410.65735,332.11926,471.7278,295.79498,332.32257,652.4137,469.50024,541.0131,478.8675,600.4825,486.5693,598.8533,716.7624,589.71326,582.47565,497.8329,752.94147,842.93677,699.4586,810.8388,692.3107,613.625,723.9234,648.93054,547.0281,586.92053,566.0393,588.34204,695.0522,774.32513,532.06934,762.2836,885.3542,647.9615,462.17987,0,0,0,0,1156.8733,955.12897,950.39087,423.32202,429.9859,614.836,917.5427,680.6713,1113.4681,0,477.48743,1081.2498,430.98596,0,0,0,0,0,712.71936,0,828.40076,0,0,0,0,0,0,0,0,0,444.6488,0,775.25665,0,0,0,606.81335,550.54254
1394,367.1341244,7.408357,0,17.501755,0,16.210007,0,0,0,0,0,75.37518,0,38.016884,40.711845,0,0,0,0,0,42.19156,0,138.7717,0,0,0,39.42215,46.58628,60.270504,0,44.971066,0,0,0,0,0,0,0,59.88929,39.306995,308.11237,415.3834,400.79034,346.87946,0,0,84.999565,15.967524,22.792334,0,73.65987,0,65.912285,0,0,0,0,0,0,21.553043,0,43.938263,37.202103,387.92963,0,401.71228,0,54.23559,478.54755,27.027563,54.28073,413.83774,44.948288,0,0,0,0,0,0,0,0,0
6453,367.1382644,13.121034,348.84528,432.72406,294.28638,354.53323,488.89966,154.71213,398.22607,525.38873,670.6053,945.58966,552.13513,928.8241,809.75494,906.9429,668.9291,664.9603,615.5337,880.9622,710.82294,717.48364,853.536,976.96454,857.2202,1084.3229,732.17017,785.80023,690.55756,622.9369,681.15344,814.47375,860.1421,922.8911,982.8003,765.932,640.65314,734.43054,693.057,723.1741,422.61432,380.76443,544.9191,535.51636,1775.1194,1809.8964,703.18774,947.2221,1155.6595,1002.53564,805.54895,1345.4858,1974.1431,0,937.90344,1803.4465,852.43164,0,0,699.8169,0,656.6721,1186.7178,666.188,1195.3218,735.476,870.6926,1033.3043,769.00446,992.3517,796.64233,773.18005,1024.969,1039.9102,515.42163,0,414.66928,61.632053,80.81271,0,501.58008,453.69202
6552,367.1383671,13.24239,423.28033,491.10922,521.8087,502.77747,594.80634,454.91272,444.2948,533.1439,759.2594,754.30054,886.91156,899.5192,969.37683,829.1792,911.92365,945.6866,806.58105,883.35693,1037.2095,1193.6914,1790.791,1165.3903,1171.3812,1683.5643,963.8503,1118.6552,1100.1672,766.9732,757.2198,1170.7728,1068.345,1992.258,1898.8422,981.6277,1175.9607,1048.3883,638.04553,826.80426,3581.1824,3318.9797,3844.8384,3832.4038,1626.6418,1188.8088,934.66565,848.46375,1057.377,1169.9623,895.098,1145.2383,1367.01,0,949.03436,1331.1947,991.98,0,0,8171.156,0,9260.973,986.744,3086.703,966.2218,3353.728,9476.18,6393.092,3518.3389,6549.4775,8335.664,3323.1433,7751.937,6421.8877,723.91846,0,740.1996,31.29816,27.864046,0,600.29944,612.564
11515,367.1899056,21.528103,1332.3976,1418.453,855.65106,1157.5135,1132.5426,1330.2683,996.7732,1239.5063,1110.0232,1109.2399,919.3803,942.7686,1285.763,1098.7695,1159.9998,833.0114,983.5522,943.859,1222.021,1189.304,1089.4778,936.9841,1029.9308,1180.1079,983.959,816.2657,1063.8871,1381.6139,1075.789,1430.163,1169.8068,945.41034,865.2591,1178.8896,1020.5894,776.7551,1463.9076,1230.1646,1145.8795,1090.1732,1242.6875,1206.0891,1056.8065,1151.1494,848.48566,1144.7893,1148.9415,780.25024,953.7542,1176.9236,1136.7095,1321.6146,1371.7139,1112.8375,1177.9092,1276.3811,1232.5066,1116.9974,964.86694,1234.3967,1124.278,851.00977,1230.2444,1262.3994,1266.2249,948.9617,1194.6025,768.24695,1334.7798,1277.6002,1294.4025,1013.62585,1099.2773,941.73334,1334.3475,1514.2556,1479.2465,1615.3962,964.2256,1128.7991
6327,367.210315,12.826442,357.51175,361.69156,248.74808,0,373.24985,143.22064,288.23074,340.4381,928.7695,1418.8672,843.06934,1386.4838,1375.7017,987.0401,891.49396,820.7809,1251.5027,1223.4187,2048.891,1746.5222,2834.2747,1376.3126,1419.7118,2768.888,1422.261,1780.4944,1208.1681,1576.6707,803.5232,857.75916,1782.5785,2145.7312,1758.4594,1892.5509,1320.9954,1340.2853,810.85144,826.4927,124.555305,148.65936,197.35297,164.1896,1612.3418,2514.5957,1297.5349,710.3285,1054.1931,963.9164,1346.6084,1295.7137,1922.7095,0,681.0725,1939.1493,648.74176,24.5996,0,175.37126,16.381987,156.28506,1476.1675,255.11758,1085.8679,198.50119,239.52312,233.86047,210.5158,280.93158,165.0628,83.60062,237.28699,229.36153,1397.7128,108.17966,933.0237,154.97362,203.35884,109.51781,1126.779,1073.4401
5271,367.2124233,11.1256075,211.32446,213.51997,331.5008,218.30032,198.41457,223.98468,169.75494,158.69102,179.49944,497.45374,119.89229,330.47284,361.3942,326.80313,309.773,203.6448,108.10988,0,152.78232,0,0,32.075882,63.563515,0,142.05573,112.833694,159.90546,198.17465,263.97983,202.65356,133.45032,53.078354,0,202.90588,232.70168,228.82462,299.80374,204.60562,13.8407135,0,0,19.471325,164.90363,0,264.20316,377.52222,309.05792,387.95587,293.90497,570.8497,165.59848,0,450.51407,196.3542,302.71906,0,9.336912,0,20.162601,18.650967,517.3416,0,451.31708,0,15.154755,16.507338,0,0,25.853943,9.778053,27.944798,24.122934,471.82132,15.058837,408.79233,6.5947785,0,26.510532,273.10477,391.01376
5574,367.2134714,11.669277,244.11569,38.84826,268.8031,279.8258,41.89276,297.84985,62.25632,42.50511,409.9002,202.85721,382.89178,267.0503,234.73495,242.23102,654.84937,374.84436,375.93732,991.01624,280.96805,882.9945,2892.3633,1182.3235,1321.157,2358.7676,285.74078,285.49512,388.2578,194.9773,188.90457,353.36407,416.3056,1389.2908,2566.6035,401.88785,668.49866,881.71747,228.58876,250.57796,37.5974,40.5166,40.32052,10.765999,2894.283,2321.6052,1063.1149,143.89981,150.25159,705.68976,1171.9644,1119.5261,3003.0132,34.268574,139.64374,2773.782,162.531,0,15.647914,0,23.527767,0,531.94183,19.830666,668.2949,0,31.317211,0,11.29919,0,12.448912,29.977865,17.724897,10.514103,431.6778,0,393.42535,33.52288,19.422436,0,408.25647,419.58765
161,367.2308999,4.6147747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530.44086,646.54004,538.0428,667.4934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316.11664,0,255.24222,0,2375.4363,0,2399.2988,310.5429,1323.9971,2308.2703,837.0698,339.98608,2352.5068,1264.4291,1174.1971,0,206.2178,0,169.98254,160.44377,143.89206,0,0
5194,367.2369578,10.953836,0,177.42484,65.471664,0,227.19658,8.892475,190.53998,252.21176,1116.7476,1168.2861,1172.3118,1102.4167,1296.3076,1073.0958,1328.6149,1086.4348,0,0,0,38.90757,0,36.624794,21.092506,0,13.916981,0,2687.3345,443.92706,524.14355,2692.3367,2957.8438,0,0,2969.6555,348.17694,335.95905,530.8627,471.966,3006.3538,2811.3884,3189.6277,3119.2393,1127.6034,998.77576,493.64594,0,0,2417.406,446.39478,2297.6409,1081.7665,269.59637,0,1166.6641,12.542483,297.38745,295.3111,1017.7411,282.2592,952.39856,2576.6018,0,2599.5676,0,1032.1332,1049.9861,0,1083.0312,1057.0586,0,1248.4099,1144.1282,289.29956,998.94366,330.8946,980.7332,1006.44946,980.3655,316.49176,349.52383
10652,368.217398,19.785015,3559.2656,2055.7505,3638.0244,3459.3784,2051.7397,3342.896,1875.8728,1460.5721,286.62393,995.1338,402.80936,1295.4039,1960.3259,2013.6414,352.13922,399.83887,564.50055,728.4192,693.2715,639.6398,667.4409,685.29926,799.4258,897.463,751.3978,833.2726,98.37785,2550.5781,2508.9363,76.99422,31.345928,993.97687,849.9512,67.796585,3253.6965,3181.3743,2475.641,2622.1306,774.01135,775.4796,1123.6493,776.013,395.8449,399.5429,3306.1982,1367.8014,1159.718,3080.459,3056.191,3414.2727,502.18988,658.82275,2031.7523,534.46844,1462.5955,525.43866,738.61554,1980.0736,685.72577,1396.6014,3480.1362,810.11536,3292.7825,1359.0157,2432.0647,613.4188,891.363,827.5853,2484.9868,902.8485,882.1538,756.9332,172.92598,95.5466,166.09099,87.22951,48.35485,84.09833,261.29114,180.69267
7783,368.2373558,15.147566,630.83997,168.1513,650.3699,702.59985,139.46857,666.1261,75.571526,200.13385,0,90.74087,458.81238,139.26639,0,121.41319,478.85776,435.23666,105.46819,173.26805,187.5477,0,34.03671,103.62481,120.29822,0,108.34827,226.90266,40.490955,61.231285,69.46796,32.587837,68.65174,24.751999,0,33.373337,483.39532,497.33258,108.81175,166.59152,202.2809,147.98747,181.52856,235.61462,62.547752,97.008804,523.9086,90.259796,56.309715,70.5951,571.3952,71.71448,35.488808,59.38304,120.81386,37.21327,24.134125,119.3024,93.63153,119.935455,71.32302,95.7996,75.559875,48.374046,93.155106,73.02801,116.81297,102.370514,93.12482,53.22677,30.980804,139.39348,70.88197,126.31826,39.06778,19.011387,35.688965,21.40792,0,0,55.387733,53.262383
6736,368.2383332,13.621581,6417.529,143.76782,743.0527,5118.6743,225.21902,5192.238,87.87315,176.73924,553.42053,122.4102,706.5594,143.69357,86.54018,159.9067,1852.3007,668.0466,379.42865,0,271.67743,151.47289,0,164.8169,195.6701,0,300.81125,246.31421,0,0,92.39035,58.202194,25.95129,130.10818,94.21929,65.72018,584.8224,873.30725,213.23349,100.581955,134.55382,209.69612,173.29686,162.44086,146.82521,0,918.97815,0,109.78288,0,738.0213,0,62.331566,181.18045,116.65036,0,194.5417,0,202.78955,174.2576,189.34683,60.58525,158.18805,179.26231,128.77388,134.57526,204.8293,108.407845,161.10422,110.38904,55.462822,144.34138,180.22502,102.39016,0,33.97132,0,0,0,0,20.077396,0
7700,368.2383671,15.014871,1198.4758,221.40952,1196.7092,1149.3721,134.08624,1242.0682,144.4173,94.06163,711.8058,150.91786,645.64526,94.15733,158.83224,206.13809,753.4831,877.66345,353.88828,185.68674,165.58607,239.4761,47.263107,227.14584,59.838882,0,274.2409,400.56842,0,81.14754,222.90167,53.75142,111.06529,41.838234,66.13295,37.461235,934.0154,955.38306,70.82388,118.6452,185.29938,185.7436,165.92143,175.9627,0,25.890469,906.0642,115.1087,174.75388,181.20688,791.26587,69.84311,100.05603,101.97136,95.15349,33.064827,34.41761,116.942276,60.688667,98.29683,143.67636,48.03074,189.69841,157.32715,40.39561,137.9747,100.220215,142.133,164.68971,0,87.03192,125.37733,134.96603,86.31446,0,32.45729,48.838806,0,31.175081,0,35.553516,44.2911
7364,368.2385661,14.541252,7364.9414,1211.3784,7691.187,8155.797,1576.8529,8084.9146,1287.011,1205.9908,5127.393,604.3467,3854.3638,836.2616,718.78406,848.11945,3708.3848,4721.982,1470.2737,770.9053,1357.4017,945.78894,220.25026,788.027,908.52454,424.9689,1265.0956,1341.7123,327.84814,885.3747,876.05286,420.992,426.37885,214.51605,320.11737,535.2887,4088.1934,4073.3596,914.8708,836.7141,1588.2961,1471.5364,1929.7242,1503.6389,226.7336,308.10812,5661.8213,599.05853,672.499,625.01105,5626.7793,825.8921,279.79095,1450.5294,764.3911,284.3021,774.70465,1224.8135,1182.8519,835.74347,1572.0095,845.5094,766.4492,932.5876,799.9744,643.4712,841.6207,665.6017,956.07697,825.9568,816.99744,956.55743,747.83435,783.8648,301.21692,184.70557,228.77766,184.29478,174.49432,268.15207,279.66736,212.31114
5456,368.2389214,11.467808,991.16693,196.61646,805.9068,1164.8088,144.78542,1084.2327,177.31866,173.15341,670.99615,139.30432,1019.1548,196.83527,231.62997,172.78381,973.40234,831.23816,974.5005,214.28558,276.9441,212.96913,102.709785,236.89633,220.28697,98.06287,312.79877,341.79376,203.90436,258.8323,0,253.38116,180.26373,116.358536,184.47905,217.69716,1455.5176,1359.6968,198.47249,192.60825,325.46014,345.52826,302.06665,311.92245,167.20511,191.95886,1401.585,181.40503,175.98247,225.65233,830.3315,281.38126,308.98135,128.94958,169.53493,222.37071,176.18394,165.70715,156.71971,242.3163,139.46869,237.74547,230.04408,183.10971,196.94992,162.90439,204.78455,197.14238,261.14993,255.32816,215.01399,192.50357,244.54996,206.48573,97.24609,119.91951,93.26353,136.5179,117.221214,88.53099,150.17743,150.24808
7247,368.23897,14.344501,6670.6274,1267.792,7005.183,6907.0146,1336.0481,7206.1807,1268.3187,1343.2596,4448.0156,391.24228,4523.06,560.85443,879.3881,920.8804,4415.6265,4483.081,1415.3857,602.4359,1532.4207,598.3127,261.6946,1040.0142,1041.1997,223.88608,1702.1283,1700.0797,391.10498,1012.4649,1051.9937,335.4083,368.34576,297.338,296.46606,411.23373,4739.924,4673.9233,760.32446,988.5199,1643.6421,1739.2305,1571.6487,1731.2987,202.25108,221.92416,4675.881,399.53027,354.4159,866.2491,4681.515,379.36026,179.56038,1236.5469,793.52026,265.94467,842.8827,1330.2488,1283.882,827.0895,688.0643,453.01923,737.96204,474.18655,894.5352,1101.0804,800.59985,885.8181,1008.3046,879.23865,846.81116,1071.7798,858.7015,943.9659,148.30511,106.16699,258.83966,26.87178,70.07886,71.33363,281.18716,0
